GameID,Date,home_team,away_team,home_score,away_score,winner,venue
SDN202303300,"March 30, 2023",San Diego Padres,Colorado Rockies,2,7,Colorado Rockies,Petco Park
MIA202303300,"March 30, 2023",Miami Marlins,New York Mets,3,5,New York Mets,loanDepot park
KCA202303300,"March 30, 2023",Kansas City Royals,Minnesota Twins,0,2,Minnesota Twins,Kauffman Stadium
CIN202303300,"March 30, 2023",Cincinnati Reds,Pittsburgh Pirates,4,5,Pittsburgh Pirates,Great American Ball Park
LAN202303300,"March 30, 2023",Los Angeles Dodgers,Arizona Diamondbacks,8,2,Los Angeles Dodgers,Dodger Stadium
OAK202303300,"March 30, 2023",Oakland Athletics,Los Angeles Angels,2,1,Oakland Athletics,RingCentral Coliseum
CHN202303300,"March 30, 2023",Chicago Cubs,Milwaukee Brewers,4,0,Chicago Cubs,Wrigley Field
BOS202303300,"March 30, 2023",Boston Red Sox,Baltimore Orioles,9,10,Baltimore Orioles,Fenway Park
NYA202303300,"March 30, 2023",New York Yankees,San Francisco Giants,5,0,New York Yankees,Yankee Stadium III
SLN202303300,"March 30, 2023",St. Louis Cardinals,Toronto Blue Jays,9,10,Toronto Blue Jays,Busch Stadium III
WAS202303300,"March 30, 2023",Washington Nationals,Atlanta Braves,2,7,Atlanta Braves,Nationals Park
HOU202303300,"March 30, 2023",Houston Astros,Chicago White Sox,2,3,Chicago White Sox,Minute Maid Park
HOU202303310,"March 31, 2023",Houston Astros,Chicago White Sox,6,3,Houston Astros,Minute Maid Park
SEA202303300,"March 30, 2023",Seattle Mariners,Cleveland Guardians,3,0,Seattle Mariners,T-Mobile Park
BOS202304010,"April  1, 2023",Boston Red Sox,Baltimore Orioles,9,8,Boston Red Sox,Fenway Park
TBA202303300,"March 30, 2023",Tampa Bay Rays,Detroit Tigers,4,0,Tampa Bay Rays,Tropicana Field
SEA202303310,"March 31, 2023",Seattle Mariners,Cleveland Guardians,4,9,Cleveland Guardians,T-Mobile Park
MIA202303310,"March 31, 2023",Miami Marlins,New York Mets,2,1,Miami Marlins,loanDepot park
LAN202303310,"March 31, 2023",Los Angeles Dodgers,Arizona Diamondbacks,1,2,Arizona Diamondbacks,Dodger Stadium
TEX202303300,"March 30, 2023",Texas Rangers,Philadelphia Phillies,11,7,Texas Rangers,Globe Life Field
CHN202304010,"April  1, 2023",Chicago Cubs,Milwaukee Brewers,1,3,Milwaukee Brewers,Wrigley Field
SDN202303310,"March 31, 2023",San Diego Padres,Colorado Rockies,1,4,Colorado Rockies,Petco Park
CIN202304010,"April  1, 2023",Cincinnati Reds,Pittsburgh Pirates,6,2,Cincinnati Reds,Great American Ball Park
LAN202304010,"April  1, 2023",Los Angeles Dodgers,Arizona Diamondbacks,10,1,Los Angeles Dodgers,Dodger Stadium
HOU202304010,"April  1, 2023",Houston Astros,Chicago White Sox,6,4,Houston Astros,Minute Maid Park
SLN202304010,"April  1, 2023",St. Louis Cardinals,Toronto Blue Jays,4,1,St. Louis Cardinals,Busch Stadium III
MIA202304010,"April  1, 2023",Miami Marlins,New York Mets,2,6,New York Mets,loanDepot park
NYA202304010,"April  1, 2023",New York Yankees,San Francisco Giants,5,7,San Francisco Giants,Yankee Stadium III
OAK202304010,"April  1, 2023",Oakland Athletics,Los Angeles Angels,1,13,Los Angeles Angels,RingCentral Coliseum
KCA202304010,"April  1, 2023",Kansas City Royals,Minnesota Twins,0,2,Minnesota Twins,Kauffman Stadium
SDN202304010,"April  1, 2023",San Diego Padres,Colorado Rockies,8,4,San Diego Padres,Petco Park
SEA202304010,"April  1, 2023",Seattle Mariners,Cleveland Guardians,0,2,Cleveland Guardians,T-Mobile Park
TBA202304010,"April  1, 2023",Tampa Bay Rays,Detroit Tigers,12,2,Tampa Bay Rays,Tropicana Field
TEX202304010,"April  1, 2023",Texas Rangers,Philadelphia Phillies,16,3,Texas Rangers,Globe Life Field
CIN202304020,"April  2, 2023",Cincinnati Reds,Pittsburgh Pirates,3,1,Cincinnati Reds,Great American Ball Park
WAS202304010,"April  1, 2023",Washington Nationals,Atlanta Braves,1,7,Atlanta Braves,Nationals Park
HOU202304020,"April  2, 2023",Houston Astros,Chicago White Sox,3,6,Chicago White Sox,Minute Maid Park
BOS202304020,"April  2, 2023",Boston Red Sox,Baltimore Orioles,9,5,Boston Red Sox,Fenway Park
KCA202304020,"April  2, 2023",Kansas City Royals,Minnesota Twins,4,7,Minnesota Twins,Kauffman Stadium
NYA202304020,"April  2, 2023",New York Yankees,San Francisco Giants,6,0,New York Yankees,Yankee Stadium III
LAN202304020,"April  2, 2023",Los Angeles Dodgers,Arizona Diamondbacks,1,2,Arizona Diamondbacks,Dodger Stadium
OAK202304020,"April  2, 2023",Oakland Athletics,Los Angeles Angels,0,6,Los Angeles Angels,RingCentral Coliseum
SDN202304020,"April  2, 2023",San Diego Padres,Colorado Rockies,3,1,San Diego Padres,Petco Park
MIA202304020,"April  2, 2023",Miami Marlins,New York Mets,1,5,New York Mets,loanDepot park
SEA202304020,"April  2, 2023",Seattle Mariners,Cleveland Guardians,5,6,Cleveland Guardians,T-Mobile Park
SLN202304020,"April  2, 2023",St. Louis Cardinals,Toronto Blue Jays,9,4,St. Louis Cardinals,Busch Stadium III
TBA202304020,"April  2, 2023",Tampa Bay Rays,Detroit Tigers,5,1,Tampa Bay Rays,Tropicana Field
CHN202304020,"April  2, 2023",Chicago Cubs,Milwaukee Brewers,5,9,Milwaukee Brewers,Wrigley Field
TEX202304020,"April  2, 2023",Texas Rangers,Philadelphia Phillies,2,1,Texas Rangers,Globe Life Field
LAN202304030,"April  3, 2023",Los Angeles Dodgers,Colorado Rockies,13,4,Los Angeles Dodgers,Dodger Stadium
BOS202304030,"April  3, 2023",Boston Red Sox,Pittsburgh Pirates,6,7,Pittsburgh Pirates,Fenway Park
CIN202304030,"April  3, 2023",Cincinnati Reds,Chicago Cubs,7,6,Cincinnati Reds,Great American Ball Park
SEA202304030,"April  3, 2023",Seattle Mariners,Los Angeles Angels,3,7,Los Angeles Angels,T-Mobile Park
MIA202304030,"April  3, 2023",Miami Marlins,Minnesota Twins,1,11,Minnesota Twins,loanDepot park
MIL202304030,"April  3, 2023",Milwaukee Brewers,New York Mets,10,0,Milwaukee Brewers,American Family Field
CHA202304030,"April  3, 2023",Chicago White Sox,San Francisco Giants,3,12,San Francisco Giants,Guaranteed Rate Field
NYA202304030,"April  3, 2023",New York Yankees,Philadelphia Phillies,8,1,New York Yankees,Yankee Stadium III
KCA202304030,"April  3, 2023",Kansas City Royals,Toronto Blue Jays,9,5,Kansas City Royals,Kauffman Stadium
SDN202304030,"April  3, 2023",San Diego Padres,Arizona Diamondbacks,5,4,San Diego Padres,Petco Park
SLN202304030,"April  3, 2023",St. Louis Cardinals,Atlanta Braves,4,8,Atlanta Braves,Busch Stadium III
WAS202304020,"April  2, 2023",Washington Nationals,Atlanta Braves,4,1,Washington Nationals,Nationals Park
HOU202304040,"April  4, 2023",Houston Astros,Detroit Tigers,3,6,Detroit Tigers,Minute Maid Park
TEX202304030,"April  3, 2023",Texas Rangers,Baltimore Orioles,0,2,Baltimore Orioles,Globe Life Field
WAS202304030,"April  3, 2023",Washington Nationals,Tampa Bay Rays,2,6,Tampa Bay Rays,Nationals Park
BOS202304040,"April  4, 2023",Boston Red Sox,Pittsburgh Pirates,1,4,Pittsburgh Pirates,Fenway Park
MIL202304040,"April  4, 2023",Milwaukee Brewers,New York Mets,9,0,Milwaukee Brewers,American Family Field
OAK202304030,"April  3, 2023",Oakland Athletics,Cleveland Guardians,11,12,Cleveland Guardians,RingCentral Coliseum
