GameID,Date,home_team,away_team,home_score,away_score,winner,venue
ANA202104010,"April  1, 2021",Los Angeles Angels,Chicago White Sox,4,3,Los Angeles Angels,Angel Stadium of Anaheim
CHN202104010,"April  1, 2021",Chicago Cubs,Pittsburgh Pirates,3,5,Pittsburgh Pirates,Wrigley Field
CIN202104010,"April  1, 2021",Cincinnati Reds,St. Louis Cardinals,6,11,St. Louis Cardinals,Great American Ball Park
COL202104010,"April  1, 2021",Colorado Rockies,Los Angeles Dodgers,8,5,Colorado Rockies,Coors Field
DET202104010,"April  1, 2021",Detroit Tigers,Cleveland Indians,3,2,Detroit Tigers,Comerica Park
KCA202104010,"April  1, 2021",Kansas City Royals,Texas Rangers,14,10,Kansas City Royals,Kauffman Stadium
MIA202104010,"April  1, 2021",Miami Marlins,Tampa Bay Rays,0,1,Tampa Bay Rays,loanDepot park
MIL202104010,"April  1, 2021",Milwaukee Brewers,Minnesota Twins,6,5,Milwaukee Brewers,American Family Field
NYA202104010,"April  1, 2021",New York Yankees,Toronto Blue Jays,2,3,Toronto Blue Jays,Yankee Stadium III
OAK202104010,"April  1, 2021",Oakland Athletics,Houston Astros,1,8,Houston Astros,RingCentral Coliseum
PHI202104010,"April  1, 2021",Philadelphia Phillies,Atlanta Braves,3,2,Philadelphia Phillies,Citizens Bank Park
SDN202104010,"April  1, 2021",San Diego Padres,Arizona Diamondbacks,8,7,San Diego Padres,Petco Park
SEA202104010,"April  1, 2021",Seattle Mariners,San Francisco Giants,8,7,Seattle Mariners,T-Mobile Park
ANA202104020,"April  2, 2021",Los Angeles Angels,Chicago White Sox,8,12,Chicago White Sox,Angel Stadium of Anaheim
BOS202104020,"April  2, 2021",Boston Red Sox,Baltimore Orioles,0,3,Baltimore Orioles,Fenway Park
COL202104020,"April  2, 2021",Colorado Rockies,Los Angeles Dodgers,6,11,Los Angeles Dodgers,Coors Field
MIA202104020,"April  2, 2021",Miami Marlins,Tampa Bay Rays,4,6,Tampa Bay Rays,loanDepot park
OAK202104020,"April  2, 2021",Oakland Athletics,Houston Astros,5,9,Houston Astros,RingCentral Coliseum
SDN202104020,"April  2, 2021",San Diego Padres,Arizona Diamondbacks,4,2,San Diego Padres,Petco Park
SEA202104020,"April  2, 2021",Seattle Mariners,San Francisco Giants,3,6,San Francisco Giants,T-Mobile Park
ANA202104030,"April  3, 2021",Los Angeles Angels,Chicago White Sox,5,3,Los Angeles Angels,Angel Stadium of Anaheim
BOS202104030,"April  3, 2021",Boston Red Sox,Baltimore Orioles,2,4,Baltimore Orioles,Fenway Park
CHN202104030,"April  3, 2021",Chicago Cubs,Pittsburgh Pirates,5,1,Chicago Cubs,Wrigley Field
CIN202104030,"April  3, 2021",Cincinnati Reds,St. Louis Cardinals,9,6,Cincinnati Reds,Great American Ball Park
COL202104030,"April  3, 2021",Colorado Rockies,Los Angeles Dodgers,5,6,Los Angeles Dodgers,Coors Field
DET202104030,"April  3, 2021",Detroit Tigers,Cleveland Indians,5,2,Detroit Tigers,Comerica Park
KCA202104030,"April  3, 2021",Kansas City Royals,Texas Rangers,11,4,Kansas City Royals,Kauffman Stadium
MIA202104030,"April  3, 2021",Miami Marlins,Tampa Bay Rays,12,7,Miami Marlins,loanDepot park
MIL202104030,"April  3, 2021",Milwaukee Brewers,Minnesota Twins,0,2,Minnesota Twins,American Family Field
NYA202104030,"April  3, 2021",New York Yankees,Toronto Blue Jays,5,3,New York Yankees,Yankee Stadium III
OAK202104030,"April  3, 2021",Oakland Athletics,Houston Astros,1,9,Houston Astros,RingCentral Coliseum
PHI202104030,"April  3, 2021",Philadelphia Phillies,Atlanta Braves,4,0,Philadelphia Phillies,Citizens Bank Park
SDN202104030,"April  3, 2021",San Diego Padres,Arizona Diamondbacks,7,0,San Diego Padres,Petco Park
SEA202104030,"April  3, 2021",Seattle Mariners,San Francisco Giants,4,0,Seattle Mariners,T-Mobile Park
ANA202104040,"April  4, 2021",Los Angeles Angels,Chicago White Sox,7,4,Los Angeles Angels,Angel Stadium of Anaheim
BOS202104040,"April  4, 2021",Boston Red Sox,Baltimore Orioles,3,11,Baltimore Orioles,Fenway Park
CHN202104040,"April  4, 2021",Chicago Cubs,Pittsburgh Pirates,4,3,Chicago Cubs,Wrigley Field
CIN202104040,"April  4, 2021",Cincinnati Reds,St. Louis Cardinals,12,1,Cincinnati Reds,Great American Ball Park
COL202104040,"April  4, 2021",Colorado Rockies,Los Angeles Dodgers,2,4,Los Angeles Dodgers,Coors Field
